表名,模块,估算行数
"Base_Language","Base","1"
"Base_Language_Trl","Base","1"
"Base_LanguageRegion","Base","140"
"Base_LanguageRegion_Trl","Base","140"
"Base_ListModifyFieldConfig","Base","0"
"Base_Location","Base","818"
"Base_Location_Trl","Base","818"
"Base_Mobil","Base","2078"
"Base_MobileApplication","Base","0"
"Base_MobileApprovalTemplate","Base","7"
"Base_MobileApprovalTemplate_Trl","Base","7"
"Base_MobileApprovalTemplateLine","Base","34"
"Base_MobileApprovalTemplateLine_Trl","Base","34"
"Base_MobileApprovalTemplateXML","Base","0"
"Base_MobileUserAppRelation","Base","0"
"Base_MultiTreeDef","Base","0"
"Base_MultiTreeDef_Trl","Base","0"
"Base_MultiVPrintInfo","Base","4"
"Base_MultiVPrintTemplateBindingInfo","Base","0"
"Base_NavOrgRole","Base","688"
"Base_NumberFormat","Base","1"
"Base_NumberFormat_Trl","Base","2"
"Base_OpenApiCallLog","Base","0"
"Base_Organization","Base","26"
"Base_Organization_Trl","Base","26"
"Base_OrgContact","Base","0"
"Base_OrgHierarchyRelation","Base","18"
"Base_OrgProfileController","Base","11014"
"Base_Phone","Base","17"
"Base_PortalOrg","Base","0"
"Base_Profile","Base","2224"
"Base_Profile_Config","Base","0"
"Base_Profile_Exclude","Base","0"
"Base_Profile_Trl","Base","2457"
"Base_ProfileSendPath","Base","0"
"Base_ProfileValue","Base","12523"
"Base_Province","Base","51"
"Base_Province_Trl","Base","102"
"Base_PushToDocTypeConfig","Base","243"
"Base_PushToDocTypeConfig_Trl","Base","268"
"Base_PushToDocTypeRule","Base","93"
"Base_PushToDocTypeRuleLine","Base","812"
"Base_PushToDocTypeRuleLine_Trl","Base","812"
"Base_Qualifier","Base","4"
"Base_Qualifier_Trl","Base","24"
"Base_RefrenceEntityDesc","Base","1"
"Base_ReleaseReason","Base","3"
"Base_ReleaseReason_Trl","Base","3"
"Base_ReleaseReasonUserRelation","Base","0"
"Base_Role","Base","632"
"Base_Role_Trl","Base","739"
"Base_RoleApplication","Base","414"
"Base_Sequence","Base","52653"
"Base_SequenceDef","Base","430"
"Base_SequenceDef_Trl","Base","595"
"Base_SequenceSegment","Base","1299"
"Base_SetofBooks","Base","19"
"Base_SetofBooks_Trl","Base","19"
"Base_SetofBooksVersion","Base","0"
"Base_ShiftDef","Base","2"
"Base_ShiftDef_Trl","Base","3"
"Base_ShiftPeriod","Base","3"
"Base_ShiftPeriod_Trl","Base","4"
"Base_ShiftRule","Base","14"
"Base_SignatureAddRule","Base","0"
"Base_SignatureAddRule_Trl","Base","0"
"Base_SignatureRule","Base","0"
"Base_SignatureRule_PrintCatalogConfig","Base","3"
"Base_SignatureRule_Trl","Base","0"
"Base_SignatureSeal","Base","0"
"Base_SignatureSeal_Trl","Base","0"
"Base_SignatureStatus","Base","0"
"Base_SOBAccountingPeriod","Base","11508"
"Base_SOBAccountingPeriod_Trl","Base","11508"
"Base_SOBAccountStructure","Base","0"
"Base_SOBAccStruSegment","Base","0"
"Base_SOBProfile","Base","19"
"Base_SOBVersionStart","Base","0"
"Base_TempApplicationState","Base","2"
"Base_Territory","Base","35"
"Base_Territory_Trl","Base","35"
"Base_TimeFormat","Base","2"
"Base_TimeFormat_Trl","Base","4"
"Base_TimeZone","Base","108"
"Base_TimeZone_Trl","Base","108"
"Base_TreeDef","Base","28"
"Base_UBF_MenuReName","Base","0"
"Base_UnusedNo","Base","43423"
"Base_UOM","Base","71"
"Base_UOM_Trl","Base","71"
"Base_UOMConvertRatio","Base","0"
"Base_URL","Base","0"
"Base_User","Base","451"
"Base_User_Extend","Base","0"
"Base_User_Trl","Base","449"
"Base_UserGroup","Base","0"
"Base_UserGroup_Trl","Base","0"
"Base_UserGroupRole","Base","0"
"Base_UserLoginEvent","Base","0"
"Base_UserOrg","Base","1655"
"Base_UserOrgRole","Base","21016"
"Base_UserPassWordHistory","Base","196"
"Base_ValueSetDef","Base","76"
"Base_ValueSetDef_Trl","Base","76"
"Base_ValueSetValueConstraint","Base","0"
"Base_WorkCalendar","Base","2"
"Base_WorkCalendar_Trl","Base","3"
"Base_WorkCalendarDay","Base","12059"
"Base_WorkCalendarDayShift","Base","12059"
"Base_WorkDayRule","Base","14"
"Base_YHTSyncRecord","Base","0"
"BaseObjectToMDClassTemp","BaseObjectToMDClassTemp","271"
"BC_App","BC","0"
"BC_App_Trl","BC","0"
"BC_AppConfig","BC","12"
"BC_AppConfig_Trl","BC","12"
"BC_AppDyNamicConfig","BC","117"
"BC_AppDyNamicConfig_Trl","BC","2"
"BC_AppDynamicConfigAnalyseSQL","BC","117"
"BC_AppDynamicConfigFieldLine","BC","3607"
"BC_AppDynamicConfigFieldLine_Trl","BC","32409"
"BC_AppDynamicConfigReferType","BC","21"
"BC_AppDyNamicConfigSetPrimaryEntityAndApp","BC","145"
"BC_AppLine","BC","0"
"BC_AppRole","BC","0"
"BC_AppRole_Trl","BC","0"
"BC_AppRoleLine","BC","0"
"BC_AppScene","BC","0"
"BC_AppScene_Trl","BC","96"
"BC_AppsUpdateWhQtyRules","BC","0"
"BC_AssemblyRecord","BC","0"
"BC_AssemblyRecord_Trl","BC","0"
"BC_AutoRelevantRule","BC","0"
"BC_AutoRelevantSupportedRule","BC","3"
"BC_BarCode","BC","294"
"BC_BarCodeEntityBE","BC","0"
"BC_BarCodeLine","BC","0"
"BC_BarCodePushLog","BC","0"
"BC_BarCodeRcvRecord","BC","0"
"BC_BarCodeRcvRecord_Trl","BC","0"
"BC_BarcodeRewriteMappingBE","BC","0"
"BC_BarCodeRule","BC","72"
"BC_BarCodeRule_Trl","BC","80"
"BC_BarCodeRuleLine","BC","186"
"BC_BarCodeSwiftNumber","BC","0"
"BC_BarCodeTemplateConfig","BC","0"
"BC_BarCodeTemplateException","BC","0"
"BC_BarCodeTraceBackTree","BC","0"
"BC_BarCodeURI","BC","0"
"BC_BarCodeURILine","BC","0"
"BC_BarCodeUsed","BC","294"
"BC_BarCodeUsedLine","BC","0"
"BC_BarCodeUsedLine_Trl","BC","0"
"BC_BaseDataPushEntity","BC","14"
"BC_BaseDataPushEntity_Trl","BC","1"
"BC_BaseDataPushLog","BC","0"
"BC_BaseDataPushSet","BC","0"
"BC_BaseDataPushSetLine","BC","0"
"BC_BCLabelTemplate","BC","0"
"BC_BusinessExChangeBarCode","BC","0"
"BC_ChangeBarcodeRecord","BC","0"
"BC_CreateBarCodeErrorMsg","BC","45"
"BC_CreateBarCodeErrorMsgLine","BC","3"
"BC_CreateDocSVMessageBE","BC","75"
"BC_DimensionRelation","BC","0"
"BC_DimensionRelationLine","BC","0"
"BC_DisAssemblyRecord","BC","0"
"BC_DisAssemblyRecord_Trl","BC","0"
"BC_DocURLRelation","BC","0"
"BC_ImportBarCodeKeyInfo","BC","0"
"BC_OperationRecord","BC","0"
"BC_OperationRecord_Trl","BC","0"
"BC_PackingList","BC","0"
"BC_PackingList_Trl","BC","0"
"BC_PackingListDocType","BC","26"
"BC_PackingListDocType_Trl","BC","26"
"BC_PackingListLine","BC","0"
"BC_PackingListLine_Trl","BC","0"
"BC_PDAAppUsedRecord","BC","0"
"BC_PDARefConfiguration","BC","0"
"BC_PDARefConfigurationLine","BC","0"
"BC_RelevantBarCodeDoc","BC","0"
"BC_RelevantBarCodeDoc_Trl","BC","0"
"BC_RelevantBarCodeDocLine","BC","0"
"BC_RelevantBarCodeDocLine_Trl","BC","0"
"BC_RelevantBarcodeDocType","BC","2"
"BC_RelevantBarcodeDocType_Trl","BC","2"
"BC_RelevantDocSubHead","BC","0"
"BC_RelevantHistoryInfoLine","BC","0"
"BC_ShipRecord","BC","0"
"BC_ShipRecord_Trl","BC","0"
"BC_TemporaryStorage","BC","0"
"BC_Terminal","BC","0"
"BC_UserAppRole","BC","0"
"BC_UserAppRoleLine","BC","0"
"BEN_BenBalanceDoc","BEN","0"
"BEN_BenBalanceDocDetail","BEN","0"
"BEN_BenBusiDoc","BEN","0"
"BEN_BenBusiDoc_Trl","BEN","0"
"BEN_BenBusiDocDetail","BEN","0"
"BEN_BenBusiDocType","BEN","0"
"BEN_BenBusiDocType_Trl","BEN","0"
"BEN_BenDoc","BEN","0"
"BEN_BenDoc_Trl","BEN","0"
"BEN_BenFactor","BEN","0"
"BEN_BenParam","BEN","0"
"BEN_BenParamByOrg","BEN","0"
"BEN_BenPayBase","BEN","0"
"BEN_BenTransfer","BEN","0"
"BEN_BenTransfer_Trl","BEN","0"
"BEN_PayBaseInfo","BEN","0"
"BizEntity","BizEntity","0"
"BizEntity1","BizEntity1","0"
"BOMPLMInterfaceTable","BOMPLMInterfaceTable","3"
"BS_SA_Contacter","BS","0"
"BS_SA_Service","BS","1"
"BS_SA_UserAccount","BS","0"
"BS_SA_UserService","BS","0"
"CA_AABizQuery","CA","29351"
"CA_AAEntryQuery","CA","59227"
"CA_AAICreateErrorList","CA","0"
"CA_AllocationBasisGogal","CA","3559020"
"CA_AllocationBasisPlan","CA","6"
"CA_AllocationBasisPlanLine","CA","114"
"CA_AllocationBasisPlanLineDetail","CA","156"
"CA_AllocationBasisPlanLineDetail_Trl","CA","0"
"CA_AllocationBasisPlanLineEAG","CA","5434"
"CA_AllocationBasisSource","CA","81163"
"CA_AllocationBasisSource_Trl","CA","81163"
"CA_AllocationMethod","CA","42"
"CA_AllocationMethod_Trl","CA","84"
"CA_AllocationRate","CA","0"
"CA_AllocationRateByCust","CA","0"
"CA_AllocationRateHistory","CA","1727778"
"CA_AllocationRateHistoryLine","CA","1587641"
"CA_AllocationRateLine","CA","22603651"
"CA_AllocRate_tmp1002411040000288","CA","62327"
"CA_AllocRate_tmp1002411040000528","CA","8718"
"CA_AllocRate_tmp1002411040001487","CA","15348"
"CA_AllocRate_tmp1002411040001727","CA","466"
"CA_AllocRate_tmp1002503072029437","CA","5219"
"CA_AllocRate_tmp1002506043533804","CA","5009"
"CA_AllocRateSum_tmp1002411040000288","CA","472"
"CA_AllocRateSum_tmp1002411040000528","CA","103"
"CA_AllocRateSum_tmp1002411040001487","CA","94"
"CA_AllocRateSum_tmp1002411040001727","CA","37"
"CA_AllocRateSum_tmp1002503072029437","CA","74"
"CA_AllocRateSum_tmp1002506043533804","CA","67"
"CA_BOMExpandDetail","CA","0"
"CA_CAAAIQuery","CA","0"
"CA_CAAAIQuery_Trl","CA","0"
"CA_CADocType","CA","1"
"CA_CADocType_Trl","CA","2"
"CA_CAErrorInforList","CA","0"
"CA_CalcBackflushWIPDetail","CA","0"
"CA_CalcBackflushWIPDetailHistory","CA","0"
"CA_CalcCostElement","CA","930"
"CA_CalcCostLog","CA","991192"
"CA_CalcDateLog","CA","19"
"CA_CalcObjCost","CA","0"
"CA_CalcObjElementCost","CA","0"
"CA_CalcObjElementCostHistory","CA","1606269"
"CA_CalcObjMaterialCost","CA","16511"
"CA_CalcObjTotalCost","CA","22016"
"CA_CAToCompleteRpt","CA","0"
"CA_CAToGLBE","CA","0"
"CA_CAToGLBE_Trl","CA","4334798"
"CA_CAToINV","CA","0"
"CA_CAToRes","CA","0"
"CA_CheckCategory","CA","27"
"CA_CheckCategory_Trl","CA","27"
"CA_CheckCategoryRel","CA","51"
"CA_CostCalAdjust","CA","15574"
"CA_CostCalAdjust_Trl","CA","0"
"CA_CostCalAdjustBody","CA","24295"
"CA_CostCalAdjustBodyLine","CA","0"
"CA_CostFieldSequence","CA","125"
"CA_CostOption","CA","9"
"CA_CostOptionLine","CA","9"
"CA_CostOptionPre","CA","71"
"CA_CostOptionSet","CA","336"
"CA_CostQuery","CA","310799"
"CA_CostReceiptCheck","CA","0"
"CA_CostTask","CA","23"
"CA_CostTask_Trl","CA","69"
"CA_CostTaskCheckInfo","CA","89"
"CA_CostTaskRel","CA","10"
"CA_CostTime","CA","1927"
"CA_CostTimeCheck","CA","4241"
"CA_CurrencyPrecision","CA","0"
"CA_CurrencyRate","CA","6"
"CA_DataCheck","CA","22"
"CA_DataCheckLine","CA","1627094"
"CA_DataInfo","CA","79"
"CA_DataInfo_Trl","CA","199"
"CA_DriectMaterialCost","CA","0"
"CA_EquvialentCoefficient","CA","107"
"CA_ExpenseAllocGroup","CA","300"
"CA_ExpenseAllocGroup_Trl","CA","300"
"CA_ExpenseCost","CA","84927"
"CA_ExpenseCostAllocRecord","CA","0"
"CA_ExpenseCostTemp","CA","0"
"CA_FAToCOCfg","CA","0"
"CA_GLToCOCfg","CA","295"
"CA_GLToCOCfgSegment","CA","0"
"CA_GradeOutputRatioFromItem","CA","0"
"CA_GradeOutputRatioGogalItem","CA","0"
"CA_GradeRcvQty","CA","64936"
"CA_GreatMOMaterialCost","CA","0"
"CA_GreatMOReCalcToMOCost","CA","0"
"CA_GreatMORelation","CA","0"
"CA_GreatMORelationLine","CA","0"
"CA_InAllocationCost","CA","0"
"CA_InAllocationCostHistory","CA","1542001"
"CA_InitCost","CA","1866"
"CA_InitElementCost","CA","3230"
"CA_INVToCOCfg","CA","0"
"CA_INVToCOCfgAAIFactor","CA","20"
"CA_INVToCOCfgAAIFactor_Trl","CA","20"
"CA_INVToCOCfgAAIFactorSet","CA","29"
"CA_INVToCOCfgAutoSetting","CA","0"
"CA_INVToCOCFgPaln","CA","80"
"CA_INVToCOCFgPaln_Trl","CA","0"
"CA_INVToCOCFgPalnGroupPre","CA","12"
"CA_INVToCOCFgPalnGroupPre_Trl","CA","36"
"CA_INVToCOCFgPalnGroupSet","CA","60"
"CA_INVToCOCfgTemp","CA","0"
"CA_InvTransMisDocInfo","CA","179191"
"CA_InvTrsExpIntfceDetail","CA","101254"
"CA_InvTrsExpIntfceDetail_Trl","CA","0"
"CA_ItemBizLog","CA","574829"
"CA_ItemElementCostRate","CA","0"
"CA_ItemElementCostRateLine","CA","0"
"CA_JointOPOutputQty","CA","0"
"CA_LaborCost","CA","0"
"CA_MaterialCost","CA","0"
"CA_MergeCompleteRpt","CA","0"
"CA_MergeComRptCostLine","CA","0"
"CA_MergeComRptSrcDocLine","CA","0"
"CA_MergeIssueCostLine","CA","0"
"CA_MergeIssueDoc","CA","0"
"CA_MergeIssueDoc_Trl","CA","0"
"CA_MergeIssueSrcDocLine","CA","0"
"CA_MOCloseCalcQtyCost","CA","0"
"CA_MOCost","CA","300975"
"CA_MODetailElementCost","CA","0"
"CA_MOElementCost","CA","733482"
"CA_MOItemMasterQPA","CA","9"
"CA_MOItemMasterQPAHistory","CA","171290"
"CA_MOMoveMaterialCalcData","CA","0"
"CA_MOMoveMaterialDataDetail","CA","0"
"CA_MOOPCalcFlush","CA","0"
"CA_MOOPCalcSequence","CA","0"
"CA_MOOPElementCost","CA","0"
"CA_MOOPExpElementCost","CA","0"
"CA_MOOPJointElementCost","CA","0"
"CA_MOPLSCalSequence","CA","88"
"CA_MOPLSCalSequenceHistory","CA","196325"
"CA_MOPLSItemMasterInfor","CA","88"
"CA_MOPLSItemMasterInforHistory","CA","196325"
"CA_MOPLSRcvQty","CA","0"
"CA_MORelationCostBE","CA","0"
"CA_OPScrapQtyExpStdCost","CA","0"
"CA_OPScrapQtyExpStdCostLine","CA","0"
"CA_OutputQty","CA","175464"
"CA_OutputQuery","CA","175470"
"CA_OverheadCost","CA","0"
"CA_PAYToCOCfg","CA","0"
"CA_PeriodClose","CA","92"
"CA_PeriodFlag","CA","0"
"CA_PlanMOCost","CA","0"
"CA_PlanMOElementCost","CA","0"
"CA_PlanProductCost","CA","0"
"CA_PlanProductElementCost","CA","0"
"CA_ProductCoefficient","CA","0"
"CA_ProductCoefficientLine","CA","0"
"CA_ProductCost","CA","153236"
"CA_ProductElementCost","CA","412729"
"CA_ProductFamilyCost","CA","0"
"CA_ProductFamilyElementCost","CA","0"
"CA_ProfileDataLog","CA","0"
"CA_QuickCalcCostPlan","CA","6"
"CA_QuickCalcCostPlanLine","CA","0"
"CA_ReIndex_Control","CA","0"
"CA_Report_DocToAAIFields","CA","18"
"CA_StdUnitCost","CA","0"
"CA_StdUnitCostLine","CA","0"
"CA_StdWorkingHours","CA","22794"
"CA_StdWorkingHoursLine","CA","0"
"CA_UnCloseDocCheck","CA","0"
"CA_UnOutsourcingVerificationDetail","CA","0"
"CA_UsedInShop","CA","0"
"CA_UserDefAllocRate","CA","0"
"CA_UserDefAllocRate_Trl","CA","0"
"CA_UserDefAllocRatebyobject","CA","0"
"CA_WorkingHours","CA","0"
"CA_WorkingHoursLine","CA","0"
"Capital_Stock","Capital","0"
"CBO_AcademicCredential","CBO","52"
"CBO_AcademicCredential_Trl","CBO","52"
"CBO_Account","CBO","32267"
"CBO_Account_Trl","CBO","32267"
"CBO_AccountBankAccount","CBO","0"
"CBO_AccountBasic","CBO","27"
"CBO_AccountBasic_Trl","CBO","40"
"CBO_AccountBasicSetting","CBO","4"
"CBO_AccountBasicSetting_Trl","CBO","6"
"CBO_AccountConstraintApp","CBO","0"
"CBO_AccountCurrencyDef","CBO","130839"
"CBO_AccountHierarchy","CBO","91767"
"CBO_AccountingSuppose","CBO","1"
"CBO_AccountingSuppose_Trl","CBO","1"
"CBO_AccountMappingRule","CBO","0"
"CBO_AccountMappingRuleCompile","CBO","0"
"CBO_AccountPeriodMappingRule","CBO","0"
"CBO_AccountPrintRule","CBO","17"
"CBO_AccountProperty","CBO","79"
"CBO_AccountProperty_Trl","CBO","94"
"CBO_AccountTemplateCase","CBO","1"
"CBO_AccountTemplateCase_Trl","CBO","1"
"CBO_AccountTemplateConfig","CBO","60"
"CBO_AccountTemplateConfig_Trl","CBO","0"
"CBO_AccountYear","CBO","0"
"CBO_AccrueBy","CBO","19"
"CBO_AccrueBy_Trl","CBO","33"
"CBO_AdjustPriceDoc","CBO","0"
"CBO_AdjustPriceDoc_Trl","CBO","0"
"CBO_AdjustPriceDocLine","CBO","0"
"CBO_AffiliatedCompanyMappingRule","CBO","0"
"CBO_AgeProject","CBO","0"
"CBO_AgeProject_Trl","CBO","0"
"CBO_AgeSection","CBO","0"
"CBO_AgeSection_Trl","CBO","0"
"CBO_AgingBuckets","CBO","315"
"CBO_AgingBucketsScheme","CBO","78"
"CBO_AgingBucketsScheme_Trl","CBO","78"
"CBO_AglImplementCategory","CBO","11"
"CBO_AglImplementCategory_Trl","CBO","11"
"CBO_AglImplementProfile","CBO","51"
"CBO_AglImplementProfileHead","CBO","1"
"CBO_AglImplementScheme","CBO","4"
"CBO_AglImplementScheme_Trl","CBO","4"
"CBO_AIRouting","CBO","0"
"CBO_AIRoutingLine","CBO","0"
"CBO_APConfirmTerm","CBO","74"
"CBO_APConfirmTerm_Trl","CBO","74"
"CBO_APPandMenuSequece","CBO","107"
"CBO_ApplyForInfo","CBO","2385"
"CBO_AppPortalUse","CBO","0"
"CBO_ApproveData","CBO","760"
"CBO_ARConfirmTerm","CBO","104"
"CBO_ARConfirmTerm_Trl","CBO","104"
"CBO_ARInstalmentTerm","CBO","104"
"CBO_ARInstalmentTerm_Trl","CBO","104"
"CBO_AssessGuideLineType","CBO","0"
"CBO_AssessGuideLineType_Trl","CBO","0"
"CBO_AssignmentRule","CBO","0"
"CBO_AssignmentSet","CBO","0"
"CBO_AssignmentSet_Trl","CBO","0"
"CBO_ATPRule","CBO","0"
"CBO_ATPRule_Trl","CBO","0"
"CBO_AttributeController","CBO","60768"
"CBO_AuxiliaryAccountMapping","CBO","0"
"CBO_AvailableQtyRule","CBO","0"
"CBO_AvailableQtyRule_Trl","CBO","0"
"CBO_AwardPunishRecord","CBO","0"
"CBO_AwardPunishRecord_Trl","CBO","0"
"CBO_BAIncExpItem","CBO","0"
"CBO_BalanceEntity","CBO","19"
"CBO_BalanceEntity_Trl","CBO","0"
"CBO_BalanceRoute","CBO","10"
"CBO_BalanceRoute_Trl","CBO","10"
"CBO_BalanceRouteLine","CBO","10"
"CBO_Bank","CBO","1543"
"CBO_Bank_Trl","CBO","1543"
"CBO_BankAccount","CBO","39520"
"CBO_BankAccount_Trl","CBO","39520"
"CBO_BankAccountCombin","CBO","0"
"CBO_BankAccountCurrencyRelation","CBO","39547"
"CBO_BankAccountOrgRelation","CBO","39547"
"CBO_BankCardType","CBO","0"
"CBO_BankCardType_Trl","CBO","0"
"CBO_BankCategory","CBO","249"
"CBO_BankCategory_Trl","CBO","249"
"CBO_BankCategoryMap","CBO","83"
"CBO_BarCode_BarCode","CBO","0"
"CBO_BarCode_BarCodeSegment","CBO","0"
"CBO_BarCode_BarCodeStructure","CBO","0"
"CBO_BarCode_BarCodeStructure_Trl","CBO","0"
"CBO_BarCodeBeUsed","CBO","0"
"CBO_BarCodeBeUsedLine","CBO","0"
"CBO_BaseObject","CBO","269"
"CBO_BenArchive","CBO","0"
"CBO_BenArchive_Trl","CBO","0"
"CBO_BenefitType","CBO","0"
"CBO_BenefitType_Trl","CBO","0"
"CBO_BenInsuranceLargeClass","CBO","0"
"CBO_BenInsuranceLargeClass_Trl","CBO","0"
"CBO_BenInsuranceSubclass","CBO","0"
"CBO_Bin","CBO","10898"
"CBO_Bin_Trl","CBO","10898"
"CBO_BinItem","CBO","0"
"CBO_BinItem_Trl","CBO","0"
"CBO_BIPSegmentSetting","CBO","0"
"CBO_BIPStruSet","CBO","0"
"CBO_BIPTableToU9Setting","CBO","15"
"CBO_BIPTableToU9Setting_Trl","CBO","15"
"CBO_BIPValueToU9Setting","CBO","0"
"CBO_BIPValueToU9Setting_Trl","CBO","0"
"CBO_BlackList","CBO","0"
"CBO_BOD","CBO","0"
"CBO_BOD_Trl","CBO","0"
"CBO_BODRule","CBO","0"
"CBO_BOMComponent","CBO","160772"
"CBO_BOMComponent_Trl","CBO","160772"
"CBO_BOMComponentLot","CBO","0"
"CBO_BOMCompPosition","CBO","0"
"CBO_BOMCompScalarScrap","CBO","0"
"CBO_BOMCompSupplier","CBO","0"
"CBO_BOMConfigResult","CBO","0"
"CBO_BOMMaster","CBO","135154"
"CBO_BOMMaster_Trl","CBO","135154"
"CBO_BOMPLMPara","CBO","0"
"CBO_BOMVersion","CBO","129485"
"CBO_BOMVersion_Trl","CBO","0"
"CBO_CapacityOccupy","CBO","0"
"CBO_CapacityOccupyDetail","CBO","0"
"CBO_CapAdjustDoc","CBO","0"
"CBO_CapAdjustDoc_Trl","CBO","0"
"CBO_CapAdjustDocLine","CBO","0"
"CBO_CapAdjustDocType","CBO","8"
"CBO_CapAdjustDocType_Trl","CBO","15"
"CBO_CashAccount","CBO","10"
"CBO_CashAccount_Trl","CBO","10"
"CBO_CashFlowItem","CBO","146"
"CBO_CashFlowItem_Trl","CBO","236"
"CBO_CashFlowItemMain","CBO","3"
"CBO_CashFlowItemMain_Trl","CBO","5"
"CBO_CashFlowItemMappingRule","CBO","0"
"CBO_CashFlowMappingRule","CBO","0"
"CBO_Category","CBO","9704"
"CBO_Category_Trl","CBO","9704"
"CBO_CategoryDependence","CBO","0"
"CBO_CategoryType","CBO","3"
"CBO_CategoryType_Trl","CBO","3"
"CBO_CBS","CBO","0"
"CBO_CBS_Trl","CBO","0"
"CBO_CertificateInfo","CBO","0"
"CBO_CertificateInfo_Trl","CBO","0"
"CBO_ChangeListCaseColumn","CBO","397"
"CBO_ChangeListCaseColumn_Trl","CBO","397"
"CBO_ChangeListCaseModelSchema","CBO","5"
"CBO_ChangeListCaseModelSchema_Trl","CBO","5"
"CBO_ChangeListCaseSchema","CBO","50"
"CBO_CheckIndexOfOrgDept","CBO","0"
"CBO_CheckIndexOfOrgDept_Trl","CBO","0"
"CBO_CheckResultOfOrgDept","CBO","0"
"CBO_CheckResultOfOrgDept_Trl","CBO","0"
"CBO_ChgScheme","CBO","0"
"CBO_ChgScheme_Trl","CBO","0"
"CBO_ChgSchemeList","CBO","0"
"CBO_ChgSchemeList_Trl","CBO","0"
"CBO_ChgSchemeTitle","CBO","0"
"CBO_CI","CBO","0"
"CBO_CI_Trl","CBO","0"
"CBO_CIAssessInfo","CBO","0"
"CBO_CIAssessInfo_Trl","CBO","0"
"CBO_CIGrade","CBO","0"
"CBO_CIGrade_Trl","CBO","0"
"CBO_CITrainingCourse","CBO","0"
"CBO_CITrainingCourse_Trl","CBO","0"
"CBO_CIType","CBO","0"
"CBO_CIType_Trl","CBO","0"
"CBO_CNAOExportFile","CBO","0"
"CBO_CNAOFileSchema","CBO","5"
"CBO_ComIDData","CBO","0"
"CBO_CompositionSendPath","CBO","77143"
"CBO_ConfigResult","CBO","0"
"CBO_ConfigResult_Trl","CBO","0"
"CBO_ConfigResultLine","CBO","0"
"CBO_ConfigResultLine_Trl","CBO","0"
"CBO_ConfigResultLineSupplier","CBO","0"
"CBO_ConfigResultSnap","CBO","0"
"CBO_ConfigRule","CBO","0"
"CBO_ConfigRule_Trl","CBO","0"
"CBO_ConfigRuleCondition","CBO","0"
"CBO_ContactMan","CBO","0"
"CBO_ContactMan_Trl","CBO","0"
"CBO_Container","CBO","0"
"CBO_Container_Trl","CBO","0"
"CBO_ContainerRelation","CBO","0"
"CBO_ControlObj","CBO","31"
"CBO_CostElement","CBO","240"
"CBO_CostElement_Trl","CBO","480"
"CBO_CostField","CBO","148"
"CBO_CostField_Trl","CBO","148"
"CBO_CostFieldObject","CBO","148"
"CBO_CostFieldSOB","CBO","148"
"CBO_CostLevel","CBO","357"
"CBO_CostLevel_Trl","CBO","0"
"CBO_CostPeriod","CBO","350"
"CBO_CostType","CBO","148"
"CBO_CostType_Trl","CBO","148"
"CBO_CostTypeSOB","CBO","148"
"CBO_CSAccountSegRuleSet","CBO","0"
"CBO_CSAccountSet","CBO","0"
"CBO_CSVoucherCategory","CBO","0"
"CBO_CSVoucherCategory_Trl","CBO","0"
"CBO_CTPResource","CBO","0"
"CBO_CTPResourceDetail","CBO","0"
"CBO_CtrlReserveSln","CBO","0"
"CBO_CultivateCourseType","CBO","0"
"CBO_CultivateCourseType_Trl","CBO","0"
"CBO_CustCtrScopeDeliver","CBO","0"
"CBO_CustCtrScopeReceive","CBO","0"
"CBO_Customer","CBO","22514"
"CBO_Customer_Trl","CBO","22514"
"CBO_CustomerAccountCurrency","CBO","10478"
"CBO_CustomerAmount","CBO","564"
"CBO_CustomerBankAccount","CBO","10478"
"CBO_CustomerBankAccount_Trl","CBO","10478"
"CBO_CustomerCategory","CBO","9635"
"CBO_CustomerCategory_Trl","CBO","9635"
"CBO_CustomerCommissionRule","CBO","0"
"CBO_CustomerCommissionRule_Trl","CBO","0"
"CBO_CustomerContact","CBO","0"
"CBO_CustomerItem","CBO","105"
"CBO_CustomerItem_Trl","CBO","105"
"CBO_CustomerItemControl","CBO","0"
"CBO_CustomerItemControl_Trl","CBO","0"
"CBO_CustomerRelation","CBO","270"
"CBO_CustomerRelation_Trl","CBO","270"
"CBO_CustomerSite","CBO","22514"
"CBO_CustomerSite_Trl","CBO","22514"
"CBO_CustomerTemplate","CBO","0"
"CBO_CustomerTemplate_Trl","CBO","0"
"CBO_Customs","CBO","0"
"CBO_Customs_Trl","CBO","0"
"CBO_DataRelationMap","CBO","0"
"CBO_Degree","CBO","38"
"CBO_Degree_Trl","CBO","38"
"CBO_DegreePercent","CBO","0"
"CBO_DeliveryPriceGroup","CBO","0"
"CBO_DeliveryPriceGroup_Trl","CBO","0"
"CBO_Department","CBO","719"
"CBO_Department_Trl","CBO","719"
"CBO_DescAdjustLog","CBO","1"
"CBO_Dimension","CBO","3"
"CBO_Dimension_Trl","CBO","3"
"CBO_DimensionAttribute","CBO","0"
"CBO_DimensionSysDetail","CBO","0"
"CBO_DimensionSystem","CBO","0"
"CBO_DimensionSystem_Trl","CBO","0"
"CBO_DiplomaInfo","CBO","0"
"CBO_DiplomaInfo_Trl","CBO","0"
"CBO_DistrictStockConfig","CBO","0"
"CBO_DistrictStockConfigLine","CBO","0"
"CBO_DistrictStockRelation","CBO","0"
"CBO_DocObjectRelationInfo","CBO","0"
"CBO_DocPack","CBO","0"
